Mes,Tipo de cambio nominal promedio mensual
ene-03,0
ene-04,0
ene-05,0
ene-06,0
ene-07,0
ene-08,0
ene-09,0
ene-10,2.3007
ene-11,35.3668
ene-12,39.1515
ene-13,1323.3994
ene-14,4073.5085
ene-15,2559.5406
ene-16,8734.4751
ene-17,71324.8305
ene-18,202202.8753
ene-19,315174.7041
