Mes,Tipo de cambio nominal promedio mensual
ene-03,3.3340
ene-04,3.6611
ene-05,3.6368
ene-06,3.8618
ene-07,4.2716
ene-08,4.6409
ene-09,5.2088
ene-10,5.1912
ene-11,5.7507
ene-12,5.8478
ene-13,7.2939
ene-14,10.7749
ene-15,10.2834
ene-16,16.3549
ene-17,18.8728
ene-18,32.9900
ene-19,48.4576
